"Artigo:","Autor:","Página:","Edição:","Categorias:","Componentes:","Notas:","Data:"
"- Amplificador em ponte",,43,242,,,,"Março/1992"
"- Amplificador em ponte (2)",,43,242,,,,"Março/1992"
"- Diodo de precisão",,43,242,,,,"Março/1992"
"- Ceifador de precisão",,43,242,,,,"Março/1992"
"- Retificador de meia onda rápido",,43,242,,,,"Março/1992"
"- Conversor AC/DC simples",,44,242,,,,"Março/1992"
"- Detector de pico",,44,242,,,,"Março/1992"
"- Amplificador de valor absoluto",,44,242,,,,"Março/1992"
"- Amostragem e retenção",,44,242,,,,"Março/1992"
"- Amostragem e retenção (2)",,44,242,,,,"Março/1992"
"- Integrador",,45,242,,,,"Março/1992"
"- Amplificador somador rápido",,45,242,,,,"Março/1992"
"- Integrador rápido",,45,242,,,,"Março/1992"
"- Filtro ajustável",,46,242,,,,"Março/1992"
"Frequencímetro simples",,46,242,,,,"Março/1992"
"Imobilizador magnético para o carro",,47,242,,,,"Março/1992"
"Flash sônico",,50,242,,,,"Março/1992"
"Pedal de velocidade para máquina de costura",,52,242,,,,"Março/1992"
"Liga desliga por toque",,53,242,,,,"Março/1992"
"Anafone",,55,242,,,,"Março/1992"
"Projetos dos leitores - iluminação de emergência",,56,242,,,,"Março/1992"
"- Controlador de temperatura",,56,242,,,,"Março/1992"
"Seleção de defeitos",,58,242,,,,"Março/1992"
"P.L.L. (Phase Locked Loop,laço de fixação de fase)",,62,242,,,,"Março/1992"
"Antena parabólica - cálculo de azimute e ângulo de elevação",,69,242,,,,"Março/1992"
"Detector de microondas",,71,242,,,,"Março/1992"
"Informativo industrial",,73,242,,,,"Março/1992"
"Reparação Saber eletrônica (fichas 428 a 435)",,75,242,,,,"Março/1992"
"Guia de compras Brasil",,79,242,,,,"Março/1992"
"Arquivo Saber eletrônica (fichas 365 a 368)",,83,242,,,,"Março/1992"
"SID Eletrônica - uma indústria do primeiro mundo",,3,243,,,,"Abril/1993"
"Amplificador Darlington de até 500 W (PMPO)",,8,243,,,,"Abril/1993"
"Seção do leitor",,16,243,,,,"Abril/1993"
"Conheça o 555 CMOS",,17,243,,,,"Abril/1993"
"Interferências,fantasmas e ruídos em TV (parte 2)",,24,243,,,,"Abril/1993"
"Notícias e lançamentos",,32,243,,,,"Abril/1993"
"Reparação Saber eletrônica (fichas 436 a 443)",,33,243,,,,"Abril/1993"
"Fonte de 1,2 a 25V x 5A",,34,243,,,,"Abril/1993"
"Circuitos e informações - controle de tom",,36,243,,,,"Abril/1993"
"- Monoestável com schmitt trigger",,36,243,,,,"Abril/1993"
"- Temporizador CMOS",,36,243,,,,"Abril/1993"
"- Sistema de realimentação com flip-flop 4093",,36,243,,,,"Abril/1993"
"VU meter",,39,243,,,,"Abril/1993"
"Transferidor automático de sinal",,40,243,,,,"Abril/1993"
"Temporizador para aparelhos alimentados por bateiras",,43,243,,,,"Abril/1993"
"Adaptador walkman para automóvel",,49,243,,,,"Abril/1993"
"Chave de prioridade",,51,243,,,,"Abril/1993"
"Pré transistorizado",,53,243,,,,"Abril/1993"
"Oscilador para prática de telegrafia",,54,243,,,,"Abril/1993"
"Receptor para infravermelho",,56,243,,,,"Abril/1993"
"Acionador de motor de passo",,56,243,,,,"Abril/1993"
"Proteção eletro-eletrônica para motores elétricos",,57,243,,,,"Abril/1993"
"Projetos dos leitores - indicador de sintonia de FM com LEDs",,58,243,,,,"Abril/1993"
"- Fonte estabilizada de 6-22 V/2A",,58,243,,,,"Abril/1993"
"- Equalizador de 10 oitavas profissional",,58,243,,,,"Abril/1993"
"Projetando caixas acústicas - 9a parte",,60,243,,,,"Abril/1993"
"Práticas de service",,65,243,,,,"Abril/1993"
"Circuito de croma e luminância do videocassete (parte 1)",,72,243,,,,"Abril/1993"
"Qual é o culpado?",,78,243,,,,"Abril/1993"
"Informativo industrial",,81,243,,,,"Abril/1993"
"Guia de compras Brasil",,87,243,,,,"Abril/1993"
"Arquivo Saber eletrônica (fichas 369 a 372)",,91,243,,,,"Abril/1993"
"Controle remoto multicanal com opção de interface para PC",,3,244,,,,"Maio/1993"
"Informativo industrial",,14,244,,,,"Maio/1993"
"Seção do leitor",,16,244,,,,"Maio/1993"
"Telefone eletrônico",,17,244,,,,"Maio/1993"
"Amplificador de prova e seguidor de sinais",,24,244,,,,"Maio/1993"
"Interferências,fantasmas e ruídos em TV (parte 3)",,26,244,,,,"Maio/1993"
"SDA4136E",,34,244,,,,"Maio/1993"
"Notícias e lançamentos",,42,244,,,,"Maio/1993"
"Coletânea de sirenes",,49,244,,,,"Maio/1993"
"Chave de sobretensão",,52,244,,,,"Maio/1993"
"Circuitos com amplificadores operacionais - Timer de longo intervalo",,54,244,,,,"Maio/1993"
"- Detector de passagem por zero",,54,244,,,,"Maio/1993"
"- Amplificador para transdutor piezoelétrico",,54,244,,,,"Maio/1993"
"- Sensor de temperatura",,54,244,,,,"Maio/1993"
"- Amplificador para fotodiodo",,54,244,,,,"Maio/1993"
"- Amplificador para fotodiodo (II)",,55,244,,,,"Maio/1993"
"- Seguidor de tensão de alta impedância",,55,244,,,,"Maio/1993"
"- Conversor logarítmico compensado de temperatura",,56,244,,,,"Maio/1993"
"- Extrator de raiz quadrada",,56,244,,,,"Maio/1993"
"- Multiplicador,divisor",,56,244,,,,"Maio/1993"
"- Gerador cúbico",,56,244,,,,"Maio/1993"
"- Gerador log rápido",,56,244,,,,"Maio/1993"
"- Gerador anti-log",,56,244,,,,"Maio/1993"
"Iluminação de emergência inteligente",,57,244,,,,"Maio/1993"
"Módulo TTL de contagem",,59,244,,,,"Maio/1993"
"Public address de 22W",,61,244,,,,"Maio/1993"
"Projetos dos leitores - alarme digital",,63,244,,,,"Maio/1993"
"- Transmissor de TV de até 5KM",,64,244,,,,"Maio/1993"
"Circuitos de croma e luminância do videocassete (parte 2)",,67,244,,,,"Maio/1993"
"Qual é o culpado?",,74,244,,,,"Maio/1993"
"Práticas de service",,76,244,,,,"Maio/1993"
"Transmissão de dados",,82,244,,,,"Maio/1993"
"Reparação Saber eletrônica (fichas 444 a 451)",,85,244,,,,"Maio/1993"
"Guia de compras Brasil",,89,244,,,,"Maio/1993"
"Timer de 45 horas",,3,245,,,,"Junho/1993"
"Especial: 16a Feira da Eletro-Eletrônica",,12,245,,,,"Junho/1993"
"Controle remoto multicanal com opção de interface para PC - parte 2",,17,245,,,,"Junho/1993"
"Módulo infravermelho de alarme",,21,245,,,,"Junho/1993"
"Notícias e lançamentos",,27,245,,,,"Junho/1993"
"Circuitos e informações - regulador de corrente",,28,245,,,,"Junho/1993"
"- IRF510",,28,245,,,,"Junho/1993"
"- Controle de tom com FET",,28,245,,,,"Junho/1993"
"- 2SD1396",,28,245,,,,"Junho/1993"
"SDA3039 - Transcoder automático de NTSC para PAL-M",,30,245,,,,"Junho/1993"
"Philips anuncia o fim dos fantasmas",,35,245,,,,"Junho/1993"
"555 bipolar & CMOS",,39,245,,,,"Junho/1993"
"Seção do leitor",,40,245,,,,"Junho/1993"
"Conheça o TI486",,41,245,,,,"Junho/1993"
"Circuitos com fontes chaveadas",,49,245,,,,"Junho/1993"
"Projetando temporizadores",,52,245,,,,"Junho/1993"
"Chave de seleção digital",,58,245,,,,"Junho/1993"
"Interruptor crepuscular",,60,245,,,,"Junho/1993"
"Adaptador de tensão para o carro",,62,245,,,,"Junho/1993"
"Projetos dos leitores - monitor digital para rede elétrica",,63,245,,,,"Junho/1993"
"- Alarme padrão",,64,245,,,,"Junho/1993"
"Geradores de RF",,66,245,,,,"Junho/1993"
"Práticas de service",,73,245,,,,"Junho/1993"
"Qual é o culpado?",,79,245,,,,"Junho/1993"
"Informativo industrial",,82,245,,,,"Junho/1993"
"Aplicações interessantes para o laser",,84,245,,,,"Junho/1993"
"Reparação Saber Eletrônica (fichas 452 a 459)",,85,245,,,,"Junho/1993"
"Guia de compras Brasil",,89,245,,,,"Junho/1993"
"Sistema de som ambiente sem fio",,3,246,,,,"Julho/1993"
"Seção do leitor",,10,246,,,,"Julho/1993"
"Conheça os prescalers",,12,246,,,,"Julho/1993"
"Chaves de vídeo de baixa resistência",,16,246,,,,"Julho/1993"
"Informativo industrial",,18,246,,,,"Julho/1993"
"Notícias e lançamentos",,21,246,,,,"Julho/1993"
"LM193/LM293/LM393/LM2903 - comparadores de tensão duplos",,23,246,,,,"Julho/1993"
"Tacômetro bargraph",,29,246,,,,"Julho/1993"
"Órgão difital de luz",,31,246,,,,"Julho/1993"
"Chave sequencial automática",,33,246,,,,"Julho/1993"
"Pré-amplificador estéreo universal",,41,246,,,,"Julho/1993"
"Night-flasher",,43,246,,,,"Julho/1993"
"Provador de continuidade gigante",,45,246,,,,"Julho/1993"
"Alarme de incêndio",,46,246,,,,"Julho/1993"
"Acoplador óptico de alta velocidade",,47,246,,,,"Julho/1993"
"Sinalizador de potência CMOS",,48,246,,,,"Julho/1993"
"Caça-níqueis",,51,246,,,,"Julho/1993"
"Projetos de leitores - chave de código capacitivo",,56,246,,,,"Julho/1993"
"- Campainha eletrônica para telefone",,56,246,,,,"Julho/1993"
"- Sirene de múltiplo efeito",,57,246,,,,"Julho/1993"
"Amplificadores RGB",,59,246,,,,"Julho/1993"
"Práticas de service",,65,246,,,,"Julho/1993"
"Qual é o culpado?",,71,246,,,,"Julho/1993"
"Reparação Saber Eletrônica (fichas 460 a 463)",,79,246,,,,"Julho/1993"
"Guia de compras Brasil",,81,246,,,,"Julho/1993"
"Microfone sem fio para camcorder",,3,247,,,,"Agosto/1993"
"Microcontrolador de 8 bits 80C51",,6,247,,,,"Agosto/1993"
"Série Amazonas - Thevear",,13,247,,,,"Agosto/1993"
"Informativo industrial",,18,247,,,,"Agosto/1993"
"Notícias e lançamentos",,21,247,,,,"Agosto/1993"
"Isoladores ópticos",,23,247,,,,"Agosto/1993"
"SAK215 - Processador de pulsos SID",,29,247,,,,"Agosto/1993"
"Oscilador de potência para alarme",,31,247,,,,"Agosto/1993"
"Seção do leitor",,34,247,,,,"Agosto/1993"
"Triplicador de tensão",,41,247,,,,"Agosto/1993"
"Divisor TTL programável",,42,247,,,,"Agosto/1993"
"Brake-light",,44,247,,,,"Agosto/1993"
"Super pré-amplificador",,47,247,,,,"Agosto/1993"
"Dimmer",,48,247,,,,"Agosto/1993"
"Wattímetro de áudio",,50,247,,,,"Agosto/1993"
"Decodificador de tom",,51,247,,,,"Agosto/1993"
"Projetos dos leitores - testa cabos",,53,247,,,,"Agosto/1993"
"- Provador de cristais",,53,247,,,,"Agosto/1993"
"- Interface CPC Amelco meta MTX",,54,247,,,,"Agosto/1993"
"Circuito de saída horizontal",,57,247,,,,"Agosto/1993"
"Práticas de Service",,65,247,,,,"Agosto/1993"
"Qual é o culpado?",,71,247,,,,"Agosto/1993"
"Fonte de 12 a 15V x 20A",,73,247,,,,"Agosto/1993"
"Módulo amplificador de 10 W",,76,247,,,,"Agosto/1993"
"Provador de fly-back com fet",,78,247,,,,"Agosto/1993"
"Guia de compras Brasil",,81,247,,,,"Agosto/1993"
"Medidor de intensidade de sinais para TV",,3,248,,,,"Setembro/1993"
"Chave de sobre aquecimento",,8,248,,,,"Setembro/1993"
"Informativo industrial",,12,248,,,,"Setembro/1993"
"Simuladores de tiro para alarme",,14,248,,,,"Setembro/1993"
"Notícias e lançamentos",,20,248,,,,"Setembro/1993"
"Barreira de luz com LDR",,22,248,,,,"Setembro/1993"
"Microcontrolador de o bits 80C51",,26,248,,,,"Setembro/1993"
"Amplificador com TDA1517",,31,248,,,,"Setembro/1993"
"Seção do leitor",,34,248,,,,"Setembro/1993"
"Dois eliminadores de publicidade",,41,248,,,,"Setembro/1993"
"Monitor para alternadores",,44,248,,,,"Setembro/1993"
"Telefone de emergência",,45,248,,,,"Setembro/1993"
"Alerta de ré",,46,248,,,,"Setembro/1993"
"Filtro 741 rejeita-faixa",,47,248,,,,"Setembro/1993"
"Projetos dos leitores - transmissor de FM com mixer",,49,248,,,,"Setembro/1993"
"- Central de jogos eletrônicos",,49,248,,,,"Setembro/1993"
"- Tomada bitensão",,50,248,,,,"Setembro/1993"
"'Ponta térmica'",,51,248,,,,"Setembro/1993"
"Pré-temporizações para alarmes",,53,248,,,,"Setembro/1993"
"Fonte chaveada Philco",,57,248,,,,"Setembro/1993"
"Práticas de service",,63,248,,,,"Setembro/1993"
"SAA3010 - transmissor para controle remoto infravermelho",,72,248,,,,"Setembro/1993"
"Reparação Saber Eletrônica ( fichas 472 a 479)",,77,248,,,,"Setembro/1993"
"Guia de compras Brasil",,81,248,,,,"Setembro/1993"
"Seção do leitor",,5,249,,,,"Outubro/1993"
"Notícias e lançamentos",,8,249,,,,"Outubro/1993"
"Informativo industrial",,12,249,,,,"Outubro/1993"
"5 projetos para valorizar seu carro",,15,249,,,,"Outubro/1993"
"- Alarme com temporização tripla",,15,249,,,,"Outubro/1993"
"- Luz de cortesia inteligente",,15,249,,,,"Outubro/1993"
"- Alerta de ré",,15,249,,,,"Outubro/1993"
"- Acionador automático de lanternas",,15,249,,,,"Outubro/1993"
"- Lembrete de lanterna acesa",,15,249,,,,"Outubro/1993"
"Como compor um sistema de TV via satélite",,24,249,,,,"Outubro/1993"
"TDA 3048 receptor infravermelho",,30,249,,,,"Outubro/1993"
"Gerador CMOS de 30 Hz a 300 KHz",,33,249,,,,"Outubro/1993"
"Conversores DC/DC",,41,249,,,,"Outubro/1993"
"Amplificador de 7W",,48,249,,,,"Outubro/1993"
"Carregador de baterias",,50,249,,,,"Outubro/1993"
"Termostato simples de emergência",,52,249,,,,"Outubro/1993"
"Controle de velocidade DC",,54,249,,,,"Outubro/1993"
"Projetos dos leitores - retificador controlador por SCR com proteção de sobrecarga",,56,249,,,,"Outubro/1993"
"- Controle de velocidade de motores com reversão e sinalização",,56,249,,,,"Outubro/1993"
"- Lembrete para o carro",,57,249,,,,"Outubro/1993"
"Características e substituições de transistores",,59,249,,,,"Outubro/1993"
"Qual é o culpado?",,65,249,,,,"Outubro/1993"
"Práticas de service",,67,249,,,,"Outubro/1993"
"Microcontrolador de 8 bits 80C51 (parte 3)",,73,249,,,,"Outubro/1993"
"Reparação Saber Eletrônica ( fichas 480 a 483)",,79,249,,,,"Outubro/1993"
"Guia de compras Brasil",,81,249,,,,"Outubro/1993"
"Pré e amplificador de 160 W PMPO",,3,250,,,,"Novembro/1993"
"Mixer estéreo",,14,250,,,,"Novembro/1993"
"Geradores de percussão",,19,250,,,,"Novembro/1993"
"Seção do leitor",,24,250,,,,"Novembro/1993"
"Informativo industrial",,26,250,,,,"Novembro/1993"
"Notícias e lançamentos",,28,250,,,,"Novembro/1993"
"Flash auxiliar",,30,250,,,,"Novembro/1993"
"Sistemas coletivos de TV via satélite",,32,250,,,,"Novembro/1993"
"Interruptor crespuscular",,41,250,,,,"Novembro/1993"
"Provador de continuidade 'de luxo'",,43,250,,,,"Novembro/1993"
"Alarme de presença",,44,250,,,,"Novembro/1993"
"Amplificador de uso geral",,46,250,,,,"Novembro/1993"
"Receptor infravermelho",,47,250,,,,"Novembro/1993"
"Gerador de ruído branco",,48,250,,,,"Novembro/1993"
"Espanta mosquitos",,50,250,,,,"Novembro/1993"
"Conversor D/A",,51,250,,,,"Novembro/1993"
"Projetos dos leitores - carregador automático de baterias",,53,250,,,,"Novembro/1993"
"- Comutação automática 110/220V com proteção",,53,250,,,,"Novembro/1993"
"- Sinalizador diferente com lâmpada de xenônio",,54,250,,,,"Novembro/1993"
"Características e substituições de transistores - parte 2",,57,250,,,,"Novembro/1993"
"Práticas de service",,65,250,,,,"Novembro/1993"
"Qual é o culpado?",,71,250,,,,"Novembro/1993"
"U6047B - SID- timer para longos intervalos",,73,250,,,,"Novembro/1993"
"Reparação Saber eletrônica (fichas 484 a 491)",,77,250,,,,"Novembro/1993"
"Guia de compras Brasil",,81,250,,,,"Novembro/1993"
"VF1010 - detector de intrusão em automóveis",,3,251,,,,"Dezembro/1993"
"Rejuvenescedor de cinescópios",,16,251,,,,"Dezembro/1993"
"VF1010 - a estória por trás do produto",,19,251,,,,"Dezembro/1993"
"Relé programável de luz",,22,251,,,,"Dezembro/1993"
"Seção do leitor",,24,251,,,,"Dezembro/1993"
"Informativo industrial",,26,251,,,,"Dezembro/1993"
"Notícias e lançamentos",,28,251,,,,"Dezembro/1993"
"Conheça o LM317T - SID",,30,251,,,,"Dezembro/1993"
"Interpretando características de antenas de TV",,33,251,,,,"Dezembro/1993"
"Dois filtros de alto Q pra 60 Hz",,41,251,,,,"Dezembro/1993"
"Inversor para fluorescentes",,43,251,,,,"Dezembro/1993"
"Alarme de nível para aquário",,45,251,,,,"Dezembro/1993"
"Pesquisador de oscilação CMOS",,46,251,,,,"Dezembro/1993"
"Voz de telefone",,48,251,,,,"Dezembro/1993"
"Interface óptica de potência",,50,251,,,,"Dezembro/1993"
"10 + 10 W - amplificador com o TDA2005M/S",,52,251,,,,"Dezembro/1993"
"Projetos dos leitores - fonte com ajuste e indicação digital",,54,251,,,,"Dezembro/1993"
"- Chave de áudio",,55,251,,,,"Dezembro/1993"
"Fonte chaveada Sharp - C2006",,57,251,,,,"Dezembro/1993"
"Práticas de service",,65,251,,,,"Dezembro/1993"
"Qual é o culpado?",,71,251,,,,"Dezembro/1993"
"Fonte temporizada de 1,2 a 25V x 3A",,73,251,,,,"Dezembro/1993"
"Reparação Saber eletrônica (fichas 491 a 498)",,77,251,,,,"Dezembro/1993"
"Guia de compras Brasil",,81,251,,,,"Dezembro/1993"
"Alarme infravermelho inteligente",,3,252,,,,"Janeiro/1994"
"Melhorando a recepção de TV",,17,252,,,,"Janeiro/1994"
"Acionador sequencial de 16 canais",,22,252,,,,"Janeiro/1994"
"Ìnformativo industrial",,26,252,,,,"Janeiro/1994"
"Notícias e lançamentos",,28,252,,,,"Janeiro/1994"
"Seção do leitor",,32,252,,,,"Janeiro/1994"
"Sintetizador senoidal CMOS",,33,252,,,,"Janeiro/1994"
"SDA 2006 - versátil amplificador de áudio",,38,252,,,,"Janeiro/1994"
"30 relés de estado sólido",,41,252,,,,"Janeiro/1994"
"Ultra-sensível chave de toque",,47,252,,,,"Janeiro/1994"
"Minuteria de encaixe",,48,252,,,,"Janeiro/1994"
"Fonte fixa de 6V/9V x 3A",,50,252,,,,"Janeiro/1994"
"Projetos dos leitores - alarme de alta potência",,52,252,,,,"Janeiro/1994"
"- Telefone multilinhas",,52,252,,,,"Janeiro/1994"
"Videocassetes de 2,3,4 e 6 cabeças",,57,252,,,,"Janeiro/1994"
"Práticas de service",,66,252,,,,"Janeiro/1994"
"Qual é o culpado?",,71,252,,,,"Janeiro/1994"
"Circuitos e informações - monitor de corrente",,73,252,,,,"Janeiro/1994"
"- Regulador de alta tensão",,73,252,,,,"Janeiro/1994"
"- TL783C",,73,252,,,,"Janeiro/1994"
"- 2SC3460",,73,252,,,,"Janeiro/1994"
"Booster de UHF/VHF",,74,252,,,,"Janeiro/1994"
"Reparação Saber eletrônica (fichas 499 a 506)",,77,252,,,,"Janeiro/1994"
"Guia de compras Brasil",,81,252,,,,"Janeiro/1994"
"Televisores interativos",,3,253,,,,"Fevereiro/1994"
"Sequêncial/intermitente - 2 projetos profissionais",,16,253,,,,"Fevereiro/1994"
"Seção do leitor",,21,253,,,,"Fevereiro/1994"
"Transitores de potência BU508A e BU508D",,22,253,,,,"Fevereiro/1994"
"Informativo industrial",,26,253,,,,"Fevereiro/1994"
"Centrais de testes para bancada",,28,253,,,,"Fevereiro/1994"
"TV a cabo",,34,253,,,,"Fevereiro/1994"
"Dimmer de 5A para c.c.",,41,253,,,,"Fevereiro/1994"
"Booster FM/VHF/TV",,41,253,,,,"Fevereiro/1994"
"Controle automático de luminosidade para o MA 1023",,44,253,,,,"Fevereiro/1994"
"Trifonte - 12 + 12V e 5V",,45,253,,,,"Fevereiro/1994"
"Bloqueio de ignição temporizado para o carro",,47,253,,,,"Fevereiro/1994"
"Amplificador seletivo com Mosfet",,49,253,,,,"Fevereiro/1994"
"Sirene para alarme,com habilitação lógica",,50,253,,,,"Fevereiro/1994"
"Projetos dos leitores - super alarme residencial/comercial",,52,253,,,,"Fevereiro/1994"
"- Fonte simétrica ajustável com transformador sem tomada central",,52,253,,,,"Fevereiro/1994"
"Videocassetes de 2,3,4 e 6 cabeças (parte 2)",,58,253,,,,"Fevereiro/1994"
"Práticas de service",,65,253,,,,"Fevereiro/1994"
"Qual é o culpado?",,71,253,,,,"Fevereiro/1994"
"Alarme infravermelho inteligente (parte 2)",,73,253,,,,"Fevereiro/1994"
"Reparação Saber eletrônica (fichas 507 a 510)",,77,253,,,,"Fevereiro/1994"
"Telefonia celular",,3,254,,,,"Março/1994"
"Mesa digital para iluminação",,18,254,,,,"Março/1994"
"Notícias e lançamentos",,26,254,,,,"Março/1994"
"Seção do leitor",,28,254,,,,"Março/1994"
"Ponta lógica para CMOS",,29,254,,,,"Março/1994"
"Seleção de circuitos com amplificadores operacionais - Ampl.para inst. com ganho variável",,33,254,,,,"Março/1994"
"- Amplificador para instrumentação I",,33,254,,,,"Março/1994"
"- Amplificador para instrumentação II",,34,254,,,,"Março/1994"
"- Amplificadores de alta impedância para instrumentação",,34,254,,,,"Março/1994"
"- Amplificador em ponte I",,34,254,,,,"Março/1994"
"- Amplificador em ponte II",,34,254,,,,"Março/1994"
"- Diodo de precisão",,34,254,,,,"Março/1994"
"- Ceifador de precisão",,34,254,,,,"Março/1994"
"- Retificador de meia onda rápido",,35,254,,,,"Março/1994"
"- Conversor c.a./c.c. de precisão",,35,254,,,,"Março/1994"
"- Detector de pico",,35,254,,,,"Março/1994"
"- Amplificador de valor absoluto",,35,254,,,,"Março/1994"
"- Circuito de amostragem e retenção",,37,254,,,,"Março/1994"
"- Amostragem e retenção II",,37,254,,,,"Março/1994"
"- Integrador estável",,37,254,,,,"Março/1994"
"- Somador rápido",,37,254,,,,"Março/1994"
"- Integrador rápido",,37,254,,,,"Março/1994"
"- Filtro rejeitor com Q ajustável",,37,254,,,,"Março/1994"
"- Amostragem e retenção com ajuste de offset",,38,254,,,,"Março/1994"
"- Integrador JFET",,38,254,,,,"Março/1994"
"- Amplificador de ganho unitário",,38,254,,,,"Março/1994"
"- Amplificador de vídeo cascode",,39,254,,,,"Março/1994"
"- Oscilador Pierre",,39,254,,,,"Março/1994"
"- Voltímetro com FET",,39,254,,,,"Março/1994"
"- Controle de tom",,39,254,,,,"Março/1994"
"- Pré-amplificador para fonocaptor magnético",,39,254,,,,"Março/1994"
"- Amplificador com ganho variável",,40,254,,,,"Março/1994"
"- Amplificador de áudio de ganho ultra-alto",,40,254,,,,"Março/1994"
"- Dreno de corrente de precisão",,40,254,,,,"Março/1994"
"Seleção de circuitos com pré-amplificadores - pré-amplificador para microfone",,41,254,,,,"Março/1994"
"- Pré-amplificador para fonocaptor magnético",,42,254,,,,"Março/1994"
"- Pré-amplificador para fonocaptor magnético (2)",,42,254,,,,"Março/1994"
"- Pré-amplificador para fonocaptor magnético com equalizador NBA",,42,254,,,,"Março/1994"
"- Pré-amplificador com baixíssima distorção",,42,254,,,,"Março/1994"
"- Pré-amplificador para cabeças gravadoras",,42,254,,,,"Março/1994"
"Receptor para fibra óptica",,43,254,,,,"Março/1994"
"Teste dinâmico de fly-backs",,44,254,,,,"Março/1994"
"Luz interna temporizada para auto",,46,254,,,,"Março/1994"
"Projetos dos leitores - fonte de alta potência com proteção",,48,254,,,,"Março/1994"
"Prática de service",,50,254,,,,"Março/1994"
"Elementos para instalação de antenas (parte I)",,55,254,,,,"Março/1994"
"Qual é o culpado?",,60,254,,,,"Março/1994"
"Conheça o TDA1170N/S",,65,254,,,,"Março/1994"
"Novidades da cozinha eletrônica",,69,254,,,,"Março/1994"
"Reparação Saber eletrônica (fichas 511 a 514)",,73,254,,,,"Março/1994"
"Guia de compras",,75,254,,,,"Março/1994"
"Home theater",,4,255,,,,"Abril/1994"
"Cabos de áudio",,18,255,,,,"Abril/1994"
"Seção do leitor",,24,255,,,,"Abril/1994"
"Notícias e lançamentos",,26,255,,,,"Abril/1994"
"Seleção de circuitos com FETs (2)",,41,255,,,,"Abril/1994"
"NE567 - funcionamento e 14 circuitos práticos",,44,255,,,,"Abril/1994"
"Multi acoplador de áudio",,52,255,,,,"Abril/1994"
"Radar óptico para cegos",,53,255,,,,"Abril/1994"
"Conheça o MC1377",,55,255,,,,"Abril/1994"
"Fonte regulada para consertos em televisores",,58,255,,,,"Abril/1994"
"Elementos para instalação de sistemas de antenas (II)",,59,255,,,,"Abril/1994"
"Auto-rádio AM/FM com toca-fitas Cougar CM-801",,63,255,,,,"Abril/1994"
"Controles automáticos de temperatura",,65,255,,,,"Abril/1994"
"Guia de compras",,75,255,,,,"Abril/1994"
"Repararção Saber eletrônica (fichas 515 a 518)",,77,255,,,,"Abril/1994"
"DCC - o futuro da fita K7",,4,256,,,,"Maio/1994"
"Alarme de cerca rompida",,17,256,,,,"Maio/1994"
"Provador lógico",,21,256,,,,"Maio/1994"
"Notícias e lançamentos",,26,256,,,,"Maio/1994"
"Disquetes de 21 MBytes",,28,256,,,,"Maio/1994"
"Seção do leitor",,32,256,,,,"Maio/1994"
"LH0091 - conversor RMS real A DC",,33,256,,,,"Maio/1994"
"Drivers para MOSFETs de potência",,36,256,,,,"Maio/1994"
"Divisores de frequência CMOS",,41,256,,,,"Maio/1994"
"Projetos dos leitores - chave de código com alarme",,45,256,,,,"Maio/1994"
"Prática de service",,47,256,,,,"Maio/1994"
"Elementos para instalação de sistemas de antenas (III)",,55,256,,,,"Maio/1994"
"O que é processamento DOLBLY?",,64,256,,,,"Maio/1994"
"Dicas para instalação de auto rádio",,65,256,,,,"Maio/1994"
"Comparando comparadores de tensão",,68,256,,,,"Maio/1994"
"Testando SCRs com o multímetro",,71,256,,,,"Maio/1994"
"Reparação Saber eletrônica (fichas 519 a 522)",,73,256,,,,"Maio/1994"
"Guia de compras",,75,256,,,,"Maio/1994"
"Multimídia",,4,257,,,,"Junho/1994"
"N copa - melhor recepção para seu televisor",,17,257,,,,"Junho/1994"
"Subwoofer para TV",,22,257,,,,"Junho/1994"
"Notícias e lançamentos",,30,257,,,,"Junho/1994"
"Seção do leitor",,32,257,,,,"Junho/1994"
"Monitor de tensão",,33,257,,,,"Junho/1994"
"Strob fluorescente",,35,257,,,,"Junho/1994"
"Inversores de alto rendimento",,37,257,,,,"Junho/1994"
"Lembrete para o carro",,40,257,,,,"Junho/1994"
"Luz de costesia doméstica",,41,257,,,,"Junho/1994"
"Acelerômetro/inclinômetro",,46,257,,,,"Junho/1994"
"Projeto dos leitores - ponta lógica para TTL e CMOS",,48,257,,,,"Junho/1994"
"- Automático para caixas de água",,48,257,,,,"Junho/1994"
"- Alarme comercial/residencial",,49,257,,,,"Junho/1994"
"Prática de service",,50,257,,,,"Junho/1994"
"Teste de FETs de potência",,55,257,,,,"Junho/1994"
"A verdadeira história do sistema THX",,60,257,,,,"Junho/1994"
"Detectores de falta de fase",,62,257,,,,"Junho/1994"
"Conheça os amplificadores LM 3900",,65,257,,,,"Junho/1994"
"Massageador por eletrochoque",,68,257,,,,"Junho/1994"
"Reparação Saber eletrônica (fichas 523 a 526)",,73,257,,,,"Junho/1994"
"Guia de compras",,75,257,,,,"Junho/1994"
"Micro mini HI-Fi",,5,258,,,,"Julho/1994"
"Entrevista - SID Microeletrônica na rota da recuperação",,14,258,,,,"Julho/1994"
"Casa inteligente - controlador programável pessoal",,17,258,,,,"Julho/1994"
"Notícias e lançamentos",,26,258,,,,"Julho/1994"
"Controle digital para amplificador operacional",,28,258,,,,"Julho/1994"
"Seção do leitor",,32,258,,,,"Julho/1994"
"Pulsador para sinalização",,33,258,,,,"Julho/1994"
"Carregador de NiCad sem transformador",,34,258,,,,"Julho/1994"
